image_date,Sample Parcel,Noraml Reference
25-07-2024 00:00,0.688958257,0.676666667
06-08-2024 00:00,0.913363939,0.8
18-08-2024 00:00,0.948557836,0.81
30-08-2024 00:00,0.982369965,0.827333333
11-09-2024 00:00,0.705631873,0.847666667
23-09-2024 00:00,1.086416489,0.903333333
05-10-2024 00:00,0.974427325,0.691666667
29-10-2024 00:00,0.345127157,0.519
