image_date,Parcel-1_mean,Parcel-2_mean,Paddy
2024-07-13 00:00:00,0.524358698,0.556982898,0.429666667
2024-07-25 00:00:00,0.688958257,0.95596007,0.676666667
2024-08-06 00:00:00,0.913363939,1.013632573,0.8
2024-08-18 00:00:00,0.948557836,0.992340403,0.81
2024-08-30 00:00:00,0.982369965,0.79077662,0.827333333
2024-09-11 00:00:00,0.705631873,1.077528205,0.847666667
2024-09-23 00:00:00,1.086416489,1.17974738,0.903333333
2024-10-05 00:00:00,0.974427325,0.760201008,0.691666667
2024-10-29 00:00:00,0.345127157,0.532051803,0.519
